ID,Gamma,Gaussian,RTLLR,ROT1,ROT2,
100032,0,0,0.031317411,0,0,
100694,8.88E-16,0,0.05438563,1.78E-15,0,
101724,0,0,0,0,0,
100477,0,0,0,0,0,
101042,0,0,0.044047851,0,0,
100295,0,0,0,0,0,
101662,0,0,0.278793485,1.61E-10,1.62E-14,
101001,0,0,0.551364656,0,0,
101492,0,0,0,0,0,
100967,1.97E-12,0,0.002959836,0.001609369,4.85E-05,
101657,0,0,0,0,0,
100924,0,0,1.10E-13,0,0,
101596,5.47E-13,0,0.318649804,7.74E-06,3.94E-08,
100690,0,0,0.04381504,0.002662084,3.37E-05,
100781,0,0,0,0,0,
101658,0,0,6.19E-05,0,0,
101721,0,0,0,0,0,
101359,0,0,0,0,0,
100863,0,0,0.002548262,1.59E-14,1.11E-16,
100341,0,0,0,0,0,
101691,0.001440897,4.44E-16,0.002571979,0.003908043,0.002689136,
100687,0,0,0.107562694,3.22E-15,0,
100696,0,0,0.330499002,0,0,
100797,0,0,2.74E-07,0,0,
101490,0,0,0.003188675,0,0,
100333,0,0,0,0,0,
101431,0,0,0,0,0,
100944,0,0,4.24E-05,0,0,
100648,0,0,0,0,0,
100126,0,0,0,0,0,
100160,0,0,0,0,0,
100619,0.000181396,1.78E-15,0.219911325,0.006136244,0.002788881,
101352,0,0,0.028305752,0,0,
100804,0,0,0,0,0,
101692,0,0,0.007975193,0,0,
101247,0,0,0.002445618,0,0,
100653,0,0,0,0,0,
100812,0,0,0.396239335,0,0,
101188,0,0,0,0,0,
101385,0,0,0.040202186,0,0,
100637,0,0,0.10548088,0,0,
100102,0.002446971,2.41E-09,3.59E-10,0.350415902,0.231358811,
101698,0,0,0.778997487,0,0,
100766,0,0,0,0,0,
101094,0,0,0.918761387,0.001373254,2.96E-06,
100058,0,0,0,0,0,
101137,0,0,0,0,0,
100271,0,0,1.11E-16,0,0,
101606,0,0,0,0,0,
101545,0,0,0,0,0,
100663,0,0,0,0,0,
101690,9.03E-07,0,0.747327813,0.188657997,0.034244885,
100669,0,0,0,0,0,
100679,0,0,0.126926052,0,0,
101601,0,0,8.75E-05,1.21E-14,0,
100599,0.007060684,4.88E-15,0.355961401,0.168696318,0.031121672,
100400,0,0,0.011829135,5.87E-09,8.33E-14,
101415,0,0,0.003831113,0,0,
100220,0,0,0,0,0,
100770,0,0,0,0,0,
101637,7.49E-08,0,0.101226346,0.000251657,5.34E-07,
100860,0,0,0.173439127,1.11E-16,0,
100943,0,0,0.064150937,0,0,
100664,0,0,0,0,0,
100997,0,0,0,0,0,
101333,0,0,0,0,0,
100953,0.010206408,1.01E-06,0.390475108,0.024570781,0.010618756,
100557,0,0,0.031654666,0,0,
101726,0,0,0,0,0,
100434,0,0,0,0,0,
101182,1.38E-10,0,0.014952612,0.034678788,0.005557591,
100494,0,0,4.73E-07,0.038456986,0.003364095,
100260,0,0,0,0,0,
101076,0,0,0.000289939,0,0,
100142,0,0,0.001639452,0,0,
101284,0,0,0.488964435,0,0,
101441,0,0,3.79E-13,0,0,
100325,0,0,0.003417816,0,0,
100030,0,0,0.011206255,0,0,
100297,0,0,0.092989942,0.011105117,0.002207772,
101085,0,0,0.267810899,0.01494121,0.001806774,
101448,0,0,1.53E-10,0,0,
101684,0,0,0.336456142,0,0,
101624,0,0,6.23E-07,0,0,
100361,0,0,0,0,0,
100322,0,0,0,0,0,
100540,0,0,0,0,0,
100642,0,0,0,0,0,
101012,0,0,0,0,0,
101299,0,0,0,0,0,
100223,0,0,0,0,0,
100702,0,0,0.003572003,0,0,
101212,0,0,0.549598644,0,0,
100831,0,0,0.001165888,1.39E-14,0,
101528,0.013990262,1.53E-07,0.207852082,0.940183686,0.704179318,
101355,0,0,0,0,0,
101223,0,0,2.11E-10,0,0,
100312,0,0,0.137921076,0.001200226,7.40E-06,
101543,0,0,3.89E-05,0,0,
101111,0,0,2.78E-12,0,0,
101309,0,0,0.454229388,6.23E-06,6.04E-09,
100197,0,0,0,0,0,
100913,0,0,0,0,0,
100568,0,0,1.30E-08,0,0,
101762,0,0,0.144279873,0,0,
101154,5.89E-06,5.97E-05,0.843577009,0.302613556,0.137230145,
100567,0,0,0.56855658,4.36E-08,1.29E-12,
101327,0,0,0.30038581,0,0,
101021,0,0,0,0,0,
100410,0,0,0,0,0,
100932,0,7.77E-16,0.177868741,0.000230119,1.43E-05,
101153,0,0,0,0,0,
100051,0,0,0.004985756,0,0,
101248,0,0,0,0,0,
100547,0,0,0.268956854,2.03E-14,0,
101405,2.39E-07,0,0.002184535,0.000175707,4.67E-07,
100306,0,0,0.552431546,2.34E-13,0,
101378,0,0,0.053860616,0,0,
100707,0,0,0.089807022,2.66E-12,0,
101240,0,0,1.04E-06,0,0,
100826,0,0,0,0,0,
100157,0,0,0,0,0,
100007,0,0,5.28E-05,0,0,
101672,0,0,0.109280375,0.042325732,0.000995621,
100891,0,0,9.30E-07,0,0,
101340,0,0,2.28E-06,0,0,
100207,6.14E-13,0,0.131449217,1.81E-13,0,
100578,0,0,0,0,0,
101022,0,0,0,0,0,
100778,0,0,5.02E-08,0,0,
100121,0,0,3.77E-08,0,0,
100919,0,0,0.204326862,0,0,
101615,0,0,0.000679029,0,0,
100155,0,0,0,0,0,
100941,0,0,7.40E-12,0,0,
100739,0,0,0.013648285,0.00265755,6.34E-05,
101613,0,0,0.012579018,0,0,
101232,0,0,1.71E-07,0,0,
100339,0,0,0,0,0,
100512,0,0,0.197881976,4.66E-15,0,
100376,0,0,0.694160187,1.69E-08,1.03E-13,
101014,0,0,0.916713242,6.48E-06,1.08E-08,
100552,0,0,0,0,0,
100710,2.71E-07,1.33E-15,0.39022371,0.032379571,0.024212041,
101231,0,0,0,0,0,
101217,0,0,6.64E-06,8.60E-10,2.55E-13,
101618,0,0,0.771564685,0,0,
101701,0,0,0.370062963,1.36E-05,3.22E-09,
100443,0,0,0,0,0,
100788,0,0,0.179570896,1.75E-05,8.01E-09,
100022,0,0,0,0,0,
101124,0,0,0.177585408,0,0,
101367,9.26E-06,0.000644111,0.20792836,0.002428178,0.002289258,
100976,0,0,0.001839416,0,0,
101241,0,0,0,0,0,
100286,0,0,0.002044033,2.97E-12,5.77E-15,
101175,0,0,0,0,0,
100025,0,0,0.019605504,0,0,
101390,0,0,0.677030447,0.006213563,0.001252512,
101274,0,0,1.71E-11,0,0,
101115,0,0,0.53015648,0,0,
101186,0,0,5.77E-05,0,0,
100239,0,0,4.28E-06,0.017398473,0.001579926,
101486,0,0,0.523610419,3.32E-14,0,
101472,0,0,0.002409597,1.55E-10,1.11E-16,
100476,0,0,0,0,0,
100767,0,0,0.273058356,0,0,
101770,0,0,0.004329798,0.161986242,0.02283208,
100849,0,0,0.309185107,7.66E-15,0,
100848,0,0,0.680147347,0.000285646,8.71E-07,
100938,0,0,0.046330935,0,0,
100682,0,0,0,0,0,
100977,0,0,0.107076355,0,0,
100408,0,0,0.130864666,7.25E-12,0,
101297,1.11E-08,0,0.003908626,0.05335603,0.006399559,
100855,0,0,0.085017173,0.000114789,8.49E-07,
101555,0,0,0.011165785,0,0,
100869,0,0,0.390231323,3.79E-10,0,
100786,0,0,0,0,0,
100368,0,0,1.85E-10,0,0,
100105,0,0,1.42E-13,0,0,
100837,0,0,1.25E-08,0,0,
101228,0,0,5.91E-11,0,0,
101233,0,0,0,0,0,
101625,0,0,3.95E-12,0,0,
101614,0,0,0,0,0,
101423,0,0,1.86E-06,0,0,
100188,0,0,0,0,0,
100691,0,0,1.85E-07,0,0,
100856,0,0,3.56E-13,0,0,
100266,0,0,4.10E-11,0,0,
100666,0,0,0,0,0,
100173,0,0,1.95E-13,0,0,
100999,0,0,2.22E-16,0,0,
101730,0,0,0.001658238,0,0,
100108,0,0,0.008085995,0,0,
100280,0,0,6.46E-07,0,0,
100835,0,0,2.72E-09,0,0,
100887,0,0,0,0,0,
101057,0,0,3.11E-15,0,0,
101503,8.62E-11,0,3.04E-13,0,0,
101446,0,0,0.003272904,0,0,
101112,0,0,0.014746139,0,0,
101263,0,0,0,0,0,
101434,0,0,1.71E-13,0,0,
101336,0,0,0.141969374,0,0,
100164,0,0,5.09E-10,0,0,
100727,0,0,9.34E-12,0,0,
100862,0,0,0,0,0,
101159,0,0,0,0,0,
100712,0,0,0,0,0,
100982,0,0,0,0,0,
101131,0,0,0.006945718,0,0,
101268,0,0,0,0,0,
101587,0,0,7.13E-08,0,0,
101062,0,0,0,0,0,
100628,0,0,9.81E-11,0,0,
