ID,Gaussian,Gamma,ROT2,ROT1,RTLLR,DPMM,GMM
101383,0.009747772,0.009271993,0.00251024,0.001810901,0.001101339,0.003329681,0.001058452
100507,0.007064085,0.00566327,0.005012463,0.005036404,0.004855007,0.005888207,0.002291942
101678,0.009765521,0.004485777,0.004468869,0.003778273,0.001986039,0.003952641,0.001278292
101156,0.006874586,0.005104576,0.002543317,0.002301721,0.001598176,0.00285913,0.001436301
101638,0.031111909,0.024381675,0.018482473,0.016699572,0.011144711,0.009827498,0.00220401
100340,0.043856721,0.036165322,0.017313181,0.015114515,0.002627727,0.001750092,0.001445972
101647,0.017830312,0.015796617,0.009108005,0.007077494,0.001907111,0.001847179,0.001517218
100310,0.009975679,0.004058639,0.002386559,0.00222064,0.001799945,0.002847433,0.001968228
100504,0.005583585,0.004902732,0.003827883,0.003506915,0.00593079,0.010053764,0.002279263
100391,0.010837351,0.00685774,0.002929956,0.002434716,0.001578568,0.002651496,0.001210078
101408,0.024363189,0.021497375,0.00838375,0.005377986,0.002284658,0.004159949,0.001227925
100498,0.060966929,0.058267496,0.029680818,0.02411612,0.002700677,0.017559057,0.001112263
100731,0.012721618,0.008752381,0.005054025,0.004584709,0.003323188,0.003347658,0.001679977
100033,0.008677286,0.005548806,0.00468208,0.003938785,0.003233878,0.004117058,0.001024408
101207,0.033796169,0.022694222,0.021783068,0.020104997,0.002506955,0.001372549,0.001041612
101443,0.016639551,0.013434172,0.008091491,0.006774452,0.002791057,0.002461237,0.001548805
101532,0.000107222,0.0001318,0.00011779,0.000122654,0.000130272,0.01396095,0.015531095
101597,0.016018105,0.015797438,0.009601233,0.008701695,0.003527872,0.00666719,0.001431405
101533,0.000211762,0.000266778,0.000215075,0.000218873,0.00026107,0.012503057,0.00919808
101556,0.02676207,0.026493716,0.007249132,0.005324764,0.002268361,0.009779029,0.001289794
100840,0.013666844,0.008687746,0.005020164,0.004406962,0.002355278,0.00283337,0.001492513
100549,0.017945606,0.01453422,0.00500639,0.004180409,0.002688715,0.002540814,0.002125821
101645,0.013918562,0.013685658,0.010501191,0.009779002,0.001664567,0.001608424,0.001027464
100320,0.011239207,0.006905007,0.002513746,0.002091375,0.001458568,0.002017046,0.001425594
101301,0.007159378,0.005727058,0.004710362,0.004033605,0.001171548,0.002790073,0.001402572
100839,0.055767644,0.032002793,0.029292111,0.024826635,0.004336055,0.002601702,0.000983835
101470,0.031599054,0.026138704,0.007613854,0.005245663,0.00247704,0.010516312,0.001342509
100503,0.013449689,0.008677164,0.00377659,0.003114039,0.001650968,0.002848492,0.001478207
101294,0.008686558,0.00427963,0.002018299,0.001851236,0.001557369,0.001880398,0.001184566
101389,0.012844991,0.007462851,0.005498464,0.004905241,0.002423286,0.003244933,0.00151331
100912,0.01017728,0.006450638,0.003060526,0.002632696,0.001689666,0.002475605,0.001298939
100287,0.049534083,0.041190527,0.020938495,0.017978313,0.001796022,0.003627155,0.00142633
101522,0.021102413,0.013815131,0.011017601,0.008594957,0.002759768,0.005040785,0.001337888
101396,0.028844648,0.029444542,0.007009896,0.004793227,0.00267304,0.009080571,0.001777746
101151,0.004893517,0.00410803,0.002692121,0.002395096,0.001739235,0.00359743,0.001313429
100023,0.010779493,0.010257355,0.007296375,0.006759887,0.004144125,0.005314508,0.001444208
101135,0.105953574,0.066770952,0.048369485,0.038301258,0.039352316,0.007541028,0.007682442
